,name,hp,hp formula,hp special,ac,ac special,cr,str,dex,con,int,wis,cha,str save,dex save,con save,int save,wis save,cha save,walk,fly,swim,burrow,climb,hover,size,alignment,type,source
175,Mishka Belview,26,4d8 + 8,-,11,-,1/4,12,9,15,9,10,6,-,-,-,-,-,-,20,-,-,-,-,-,M,CE,humanoid,CoS
176,Mongrelfolk,26,4d8 + 8,-,11,-,1/4,12,9,15,9,10,6,-,-,-,-,-,-,20,-,-,-,-,-,M,A,humanoid,CoS
177,Morgantha,112,15d8 + 45,-,17,-,-,18,15,16,16,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,fiend,CoS
178,Nikolai Wachter,9,2d8,-,15,-,1/8,11,12,11,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,LN,humanoid,CoS
179,Otto Belview,26,4d8 + 8,-,11,-,1/4,12,9,15,9,10,6,-,-,-,-,-,-,20,-,-,-,-,-,M,A,humanoid,CoS
180,Parriwimple,112,15d8 + 45,-,14,-,5,18,15,16,6,12,15,+7,+5,+6,-,-,-,30,-,-,-,-,-,M,LG,humanoid,CoS
181,Patrina Velikovna,99,18d8 + 18,-,12,-,12,10,14,12,20,15,16,-,-,-,+9,+6,-,30,-,-,-,-,-,M,NE,humanoid,CoS
182,Phantom Warrior,45,6d8 + 18,-,16,-,3,16,11,16,8,10,15,-,-,-,-,-,-,30,-,-,-,-,-,M,A,undead,CoS
183,Phantom Warrior (Archer),45,6d8 + 18,-,16,-,3,16,11,16,8,10,15,-,-,-,-,-,-,30,-,-,-,-,-,M,A,undead,CoS
184,Piccolo,3,1d6,-,12,-,0,8,14,11,4,12,6,-,-,-,-,-,-,30,-,-,-,30,-,S,U,beast,CoS
185,Pidlwick II,10,3d6,-,14,-,1/4,10,14,11,8,13,10,-,-,-,-,-,-,30,-,-,-,-,-,S,NE,construct,CoS
186,Rahadin,135,18d8 + 54,-,18,-,10,14,22,17,15,16,18,-,-,+7,-,+7,-,35,-,-,-,-,-,M,LE,humanoid,CoS
187,Rictavio,77,14d8 + 14,-,12,-,5,9,12,13,16,18,16,-,-,+4,-,+7,-,30,-,-,-,-,-,M,LG,humanoid,CoS
188,"Rosavalda ""Rose"" Durst",35,10d6,-,11,-,3,7,13,10,10,12,17,-,-,-,-,-,-,0,40,-,-,-,True,S,LG,undead,CoS
189,Sangzor,33,3d10 + 3,-,11,-,1,17,11,12,6,12,6,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,beast,CoS
190,Savid,16,3d8 + 3,-,13,-,1/2,11,14,12,11,13,11,-,-,-,-,-,-,30,-,-,-,-,-,M,N,humanoid,CoS
191,Sir Godfrey Gwilym,136,16d8 + 64,-,13,-,6,18,14,18,13,16,18,+7,-,+7,-,+6,+7,30,-,-,-,-,-,M,LE,undead,CoS
192,Snow Maiden,22,5d8,-,12,-,1,1,14,11,10,10,11,-,-,-,-,-,-,0,50,-,-,-,True,M,N,undead,CoS
193,Stanimir,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,CN,humanoid,CoS
194,Stella Wachter,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CG,humanoid,CoS
195,Strahd von Zarovich,144,17d8 + 68,-,16,-,15,18,18,18,20,15,18,-,+9,-,-,+7,+9,30,-,-,-,-,-,M,LE,undead,CoS
196,Strahd Zombie,30,4d8 + 12,-,8,-,1,13,6,16,3,6,5,-,-,-,-,+0,-,20,-,-,-,-,-,M,U,undead,CoS
197,Strahd's Animated Armor,112,15d8 + 45,-,21,-,6,17,13,16,9,10,9,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,construct,CoS
198,Szoldar Szoldarovich,16,3d8 + 3,-,13,-,1/2,11,14,12,11,13,11,-,-,-,-,-,-,30,-,-,-,-,-,M,N,humanoid,CoS
199,The Abbot,136,16d8 + 64,-,17,-,10,18,18,18,17,20,20,-,-,-,-,+9,+9,30,90,-,-,-,-,M,LE,celestial,CoS
200,The Mad Mage of Mount Baratok,99,18d8 + 18,-,12,-,12,10,14,12,20,15,16,-,-,-,+9,+6,-,30,-,-,-,-,-,M,CN,humanoid,CoS
201,"Thornboldt ""Thorn"" Durst",35,10d6,-,11,-,3,7,13,10,10,12,17,-,-,-,-,-,-,0,40,-,-,-,True,S,LG,undead,CoS
202,Tree Blight,92,8d12 + 40,-,15,-,7,23,10,20,6,10,3,-,-,-,-,-,-,30,-,-,-,-,-,H,NE,plant,CoS
203,Urwin Martikov,31,7d8,-,12,-,2,10,15,11,13,15,14,-,-,-,-,-,-,-,-,-,-,-,-,M,LG,humanoid,CoS
204,Vasilka,93,11d8 + 44,-,9,-,5,19,9,18,6,10,5,-,-,-,-,-,-,30,-,-,-,-,-,M,N,construct,CoS
205,Victor Vallakovich,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,NE,humanoid,CoS
206,Vilnius,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,NE,humanoid,CoS
207,Vistana Assassin,78,12d8 + 24,-,15,-,8,11,16,14,13,11,10,-,+6,-,+4,-,-,30,-,-,-,-,-,M,LNXCNYE,humanoid,CoS
208,Vistana Bandit,11,2d8 + 2,-,12,-,1/8,11,12,12,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,NXCGNYE,humanoid,CoS
209,Vistana Bandit Captain,65,10d8 + 20,-,15,-,2,15,16,14,14,11,14,+4,+5,-,-,+2,-,30,-,-,-,-,-,M,NXCGNYE,humanoid,CoS
210,Vistana Commoner,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,CoS
211,Vistana Guard,11,2d8 + 2,-,16,-,1/8,13,12,12,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,CoS
212,Vistana Spy,27,6d8,-,12,-,1,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,CoS
213,Vistana Thug,32,5d8 + 10,-,11,-,1/2,15,11,14,10,10,11,-,-,-,-,-,-,30,-,-,-,-,-,M,LNXCNYE,humanoid,CoS
214,Vladimir Horngaard,192,16d8 + 64,-,17,-,7,18,14,18,13,16,18,+7,-,+7,-,+6,+7,30,-,-,-,-,-,M,LE,undead,CoS
215,Volenta Popofsky,82,11d8 + 33,-,15,-,5,16,16,16,11,10,12,-,+6,-,-,+3,-,30,-,-,-,-,-,M,NE,undead,CoS
216,Walking Corpse,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,20,-,-,-,-,-,M,A,humanoid,CoS
217,Yevgeni Krushkin,16,3d8 + 3,-,13,-,1/2,11,14,12,11,13,11,-,-,-,-,-,-,30,-,-,-,-,-,M,N,humanoid,CoS
218,Young Wereraven,7,2d6,-,12,-,2,10,15,11,13,15,14,-,-,-,-,-,-,-,-,-,-,-,-,S,LG,humanoid,CoS
219,Zuleika Toranescu,58,9d8 + 18,-,11,-,3,15,13,14,10,11,10,-,-,-,-,-,-,-,-,-,-,-,-,M,CE,humanoid,CoS
220,Zygfrek Belview,26,4d8 + 8,-,11,-,1/4,12,9,15,9,10,6,-,-,-,-,-,-,20,-,-,-,-,-,M,A,humanoid,CoS
221,Aboleth Spawn,93,11d8 + 44,-,14,-,5,19,11,18,7,12,9,-,-,-,-,-,-,30,-,30,-,-,-,M,LE,aberration,CRCotN
222,Agathe Silverspoon,15,2d8 + 6,-,13,-,1/2,16,12,16,7,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CG,humanoid,CRCotN
223,Aloysia Telfan,66,12d8 + 12,-,12,-,2,10,14,12,14,10,16,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,CRCotN
224,Alyxian Aboleth,135,18d10 + 36,-,17,-,12,21,9,15,18,18,18,-,-,+6,+8,+8,-,10,-,30,-,-,-,L,LE,aberration,CRCotN
225,Alyxian the Absolved,161,19d8 + 76,-,15,-,14,19,15,18,13,14,19,+9,-,+9,-,+7,-,30,-,-,-,-,-,M,LG,humanoid,CRCotN
226,Alyxian the Callous,157,15d10 + 75,-,17,-,12,23,18,21,15,16,20,+10,-,+9,-,+7,-,30,90,-,-,-,-,L,LE,celestial,CRCotN
227,Alyxian the Dispossessed,153,18d8 + 72,-,15,-,13,19,15,18,13,14,20,+9,-,+9,-,+7,-,30,-,-,-,-,-,M,LE,humanoid,CRCotN
228,Alyxian the Hunter,178,17d10 + 85,-,17,-,10,22,9,20,3,11,1,-,-,-,-,-,-,30,-,30,-,-,-,M,U,construct,CRCotN
229,Alyxian the Tormented,150,12d12 + 72,-,16,-,11,21,18,22,15,16,20,+9,-,+10,-,+7,-,40,-,40,-,-,-,H,LE,aberration,CRCotN
230,Animated Glass Statue,22,3d10 + 6,-,10,-,1,15,10,15,6,12,7,-,-,-,-,-,-,10,60,-,-,-,-,L,NE,construct,CRCotN
231,Aradrine the Owl,66,12d8 + 12,-,12,-,2,10,14,12,14,10,16,-,-,-,-,-,-,30,-,-,-,-,-,"S, M",LN,humanoid,CRCotN
232,Ashann,66,12d8 + 12,-,12,-,2,10,14,12,14,10,16,-,-,-,-,-,-,30,-,-,-,-,-,S,CN,humanoid,CRCotN
233,Ayo Jabe (Tier 1),65,10d8 + 20,-,14,-,3,14,14,14,10,12,12,+4,+4,-,-,-,-,30,-,30,-,-,-,M,CG,humanoid,CRCotN
234,Ayo Jabe (Tier 2),97,15d8 + 30,-,15,-,5,14,16,14,10,14,12,+5,+6,-,-,-,-,30,-,30,-,-,-,M,CG,humanoid,CRCotN
235,Ayo Jabe (Tier 3),150,20d8 + 60,-,17,-,8,16,20,16,10,16,14,+6,+8,-,-,-,-,30,-,30,-,-,-,M,CG,humanoid,CRCotN
236,Celeste,45,10d8,-,11,-,4,7,13,10,10,12,17,-,-,-,-,-,-,0,40,-,-,-,True,M,A,undead,CRCotN
237,Corrupted Giant Shark,126,11d12 + 55,-,13,-,9,23,11,21,1,10,5,-,-,-,-,-,-,0,-,50,-,-,-,H,U,aberration,CRCotN
238,Dancing Flame,66,12d8 + 12,-,15,-,4,8,17,13,15,12,20,-,-,-,-,-,-,30,60,-,-,-,-,M,NE,fiend,CRCotN
239,Death Embrace,147,14d12 + 56,-,13,-,11,23,15,19,6,9,4,+10,-,-,-,+3,-,0,-,20,-,-,-,H,CE,aberration,CRCotN
240,Dermot Wurder (Tier 1),44,8d6 + 16,-,17,-,3,16,12,14,10,16,10,-,-,-,-,+5,+2,30,-,-,-,-,-,S,LG,humanoid,CRCotN
241,Dermot Wurder (Tier 2),82,15d6 + 30,-,19,-,5,18,12,14,10,18,10,-,-,-,-,+7,+3,30,-,-,-,-,-,S,LG,humanoid,CRCotN
242,Dermot Wurder (Tier 3),93,17d6 + 34,-,20,-,8,18,12,14,10,20,10,-,-,-,-,+8,+3,30,-,-,-,-,-,S,LG,humanoid,CRCotN
243,Fiendish Orc,15,2d8 + 6,-,13,-,1/2,16,12,16,7,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,fiend,CRCotN
244,Foghomer,27,5d8 + 5,-,13,-,2,10,10,12,13,16,13,-,-,-,-,-,-,30,-,-,-,-,-,M,NG,humanoid,CRCotN
245,Galeokaerda,91,14d8 + 28,-,12,-,6,12,15,14,16,15,18,-,-,-,-,+5,+7,30,-,-,-,-,-,"S, M",NE,humanoid,CRCotN
246,Galsariad Ardyth (Tier 1),49,14d8 - 14,-,12,-,3,8,14,8,16,15,12,-,-,-,+5,+4,-,30,-,-,-,-,-,M,N,humanoid,CRCotN
247,Galsariad Ardyth (Tier 2),67,15d8,-,12,-,5,8,14,10,18,15,12,-,-,-,+7,+5,-,30,30,-,-,-,True,M,N,humanoid,CRCotN
248,Galsariad Ardyth (Tier 3),90,20d8,-,17,-,8,8,14,10,20,15,12,-,-,-,+8,+5,-,30,30,-,-,-,True,M,N,humanoid,CRCotN
249,Gryz Alakritos,82,15d8 + 15,-,12,-,5,10,14,13,18,16,14,-,-,-,+7,+6,-,30,-,-,-,-,-,"S, M",NG,humanoid,CRCotN
250,Insight Acuere,82,15d8 + 15,-,12,-,5,10,14,13,18,16,14,-,-,-,+7,+6,-,30,-,-,-,-,-,M,LG,humanoid,CRCotN
251,Irvan Wastewalker (Tier 1),66,12d8 + 12,-,13,-,3,8,14,12,12,12,12,-,+4,+3,-,-,-,30,-,-,-,-,-,M,CN,humanoid,CRCotN
252,Irvan Wastewalker (Tier 2),99,18d8 + 18,-,15,-,5,10,16,12,14,14,14,-,+6,+4,-,-,-,40,-,-,-,-,-,M,CN,humanoid,CRCotN
253,Irvan Wastewalker (Tier 3),123,19d8 + 38,-,17,-,8,10,20,14,16,16,16,-,+8,+5,-,-,-,40,-,-,-,-,-,M,CN,humanoid,CRCotN
254,James Cryon,82,15d8 + 15,-,12,-,5,10,14,13,18,16,14,-,-,-,+7,+6,-,30,-,-,-,-,-,M,LN,humanoid,CRCotN
255,Jamil A'alithiya,130,20d8 + 40,-,19,-,10,12,16,14,18,22,17,-,+7,-,-,+10,-,60,-,-,-,-,-,M,CG,humanoid,CRCotN
256,Koris,78,12d8 + 24,-,15,-,8,11,16,14,13,11,10,-,+6,-,+4,-,-,30,-,-,-,-,-,M,LN,humanoid,CRCotN
257,Laurin Ophidas,33,6d8 + 6,-,13,-,2,11,14,12,10,13,14,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,CRCotN
258,Light Devourer,119,14d8 + 56,-,14,-,6,18,18,18,2,10,3,-,-,-,-,-,-,0,-,30,-,-,-,M,U,aberration,CRCotN
259,Maggie Keeneyes (Tier 1),85,10d10 + 30,-,13,-,3,18,14,16,14,14,8,+6,-,+5,-,-,-,30,-,-,-,-,-,L,LN,giant,CRCotN
260,Maggie Keeneyes (Tier 2),114,12d10 + 48,-,15,-,5,18,14,18,14,16,8,+7,-,+7,-,-,-,30,-,30,-,-,-,L,LN,giant,CRCotN
261,Maggie Keeneyes (Tier 3),142,15d10 + 60,-,18,-,8,20,14,18,14,14,8,+8,-,+7,-,-,-,30,-,-,-,-,-,L,LN,giant,CRCotN
262,Marisa,45,10d8,-,11,-,4,7,13,10,10,12,17,-,-,-,-,-,-,0,40,-,-,-,True,M,A,undead,CRCotN
263,Meri,45,10d8,-,11,-,4,7,13,10,10,12,17,-,-,-,-,-,-,0,40,-,-,-,True,M,A,undead,CRCotN
264,Monastic High Curator,130,20d8 + 40,-,19,-,10,12,16,14,18,22,17,-,+7,-,-,+10,-,60,-,-,-,-,-,"S, M",A,humanoid,CRCotN
265,Monastic Infiltrator,112,15d8 + 45,-,18,-,6,13,20,16,15,17,16,-,+8,-,-,+6,-,50,-,-,-,-,-,"S, M",A,humanoid,CRCotN
266,Monastic Operative,84,13d8 + 26,-,17,-,5,13,18,14,14,17,11,-,+7,-,-,+6,-,40,-,-,-,-,-,"S, M",A,humanoid,CRCotN
267,Moonshark,126,11d12 + 55,-,13,-,5,23,11,21,1,10,5,-,-,-,-,-,-,-,-,50,-,-,-,H,U,beast,CRCotN
268,Occult Extollant,91,14d8 + 28,-,12,-,6,12,15,14,16,15,18,-,-,-,-,+5,+7,30,-,-,-,-,-,"S, M",A,humanoid,CRCotN
269,Occult Initiate,66,12d8 + 12,-,12,-,2,10,14,12,14,10,16,-,-,-,-,-,-,30,-,-,-,-,-,"S, M",A,humanoid,CRCotN
270,Occult Silvertongue,127,17d8 + 51,-,13,-,8,13,16,16,15,17,20,-,-,-,-,+6,+8,40,-,-,-,-,-,"S, M",LE,humanoid,CRCotN
271,Olara,16,3d8 + 3,-,13,-,1/2,11,14,12,11,13,11,-,-,-,-,-,-,30,-,30,-,-,-,M,NG,humanoid,CRCotN
272,Perigee,136,16d8 + 64,-,17,-,10,18,18,18,17,20,20,-,-,-,-,+9,+9,30,90,-,-,-,-,M,LG,celestial,CRCotN
273,Prolix Yusaf,22,4d8 + 4,-,11,-,1,10,12,12,16,12,10,-,-,-,+5,-,-,30,-,-,-,-,-,M,LN,humanoid,CRCotN
274,Ruidium Elephant,138,12d12 + 60,-,16,-,8,24,9,21,3,11,6,-,-,-,-,-,-,40,-,-,-,-,-,H,U,construct,CRCotN
275,Scholarly Agent,22,4d8 + 4,-,11,-,1,10,12,12,16,12,10,-,-,-,+5,-,-,30,-,-,-,-,-,"S, M",A,humanoid,CRCotN
276,Scholarly Excavator,67,9d8 + 27,-,16,-,3,15,14,16,14,14,12,-,-,+5,+4,-,-,30,-,-,-,-,-,"S, M",A,humanoid,CRCotN
277,Scholarly Mastermind,82,15d8 + 15,-,12,-,5,10,14,13,18,16,14,-,-,-,+7,+6,-,30,-,-,-,-,-,"S, M",A,humanoid,CRCotN
278,Scribble,22,4d8 + 4,-,11,-,1,10,12,12,16,12,10,-,-,-,+5,-,-,30,-,-,-,-,-,M,A,humanoid,CRCotN
279,Scuttling Serpentmaw,65,10d6 + 30,-,17,-,4,16,14,16,3,11,3,-,-,-,-,-,-,30,-,-,-,-,-,S,U,aberration,CRCotN
280,Shira,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CG,humanoid,CRCotN
281,Skeletal Bloodfin,93,11d10 + 33,-,16,-,9,20,14,16,2,10,3,-,-,-,-,-,-,5,-,50,-,-,-,L,U,undead,CRCotN
282,Slithering Bloodfin,93,11d10 + 33,-,16,-,9,20,14,16,2,10,3,-,-,-,-,-,-,5,-,50,-,-,-,L,U,aberration,CRCotN
283,Sorrowfish,1,1d4 - 1,-,13,-,0,2,16,9,1,7,2,-,-,-,-,-,-,0,-,40,-,-,-,T,U,aberration,CRCotN
284,Swarm of Sorrowfish,104,16d8 + 32,-,14,-,6,16,19,14,1,11,3,-,-,-,-,-,-,0,-,30,-,-,-,M,U,aberration,CRCotN
285,Verin Thelyss,84,13d8 + 26,-,17,-,5,18,15,14,13,14,16,+7,-,+5,-,+5,-,30,-,-,-,-,-,M,LG,humanoid,CRCotN
286,Xot,67,9d8 + 27,-,16,-,3,15,14,16,14,14,12,-,-,+5,+4,-,-,30,-,-,-,-,-,M,A,humanoid,CRCotN
287,Young Horizonback Tortoise,68,8d12 + 16,-,15,-,3,19,11,15,2,12,5,-,-,-,-,-,-,30,-,-,-,-,-,H,U,beast,CRCotN
288,Ebondeath,225,10d8,-,15,-,4,7,13,10,10,12,17,-,-,-,-,-,-,0,40,-,-,-,-,M,A,undead,DC
289,Expert,66,12d8 + 12,-,17,-,-,10,20,12,14,10,14,-,+9,-,-,-,-,30,-,-,-,-,-,M,-,humanoid,DC
290,Spellcaster (Healer),54,12d8,-,13,-,-,10,12,10,15,18,13,-,-,-,-,+8,-,30,-,-,-,-,-,M,-,humanoid,DC
291,Spellcaster (Mage),54,12d8,-,13,-,-,10,12,10,18,14,14,-,-,-,-,+6,-,30,-,-,-,-,-,M,-,humanoid,DC
292,Warrior,78,12d8 + 24,-,21,-,-,18,14,14,10,12,10,-,-,+6,-,-,-,30,-,-,-,-,-,M,-,humanoid,DC
293,Anchorite of Talos,58,9d8 + 18,-,13,-,3,16,13,14,9,15,12,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,DIP
294,Don-Jon Raskin,44,8d8 + 8,-,10,-,1/2,11,10,13,12,10,14,-,+2,+3,-,-,-,30,-,-,-,-,-,M,N,humanoid,DIP
295,Falcon the Hunter,112,15d8 + 45,-,14,-,4,14,15,16,11,16,15,-,+4,-,-,+5,-,30,-,-,-,-,-,M,NG,humanoid,DIP
296,Gorthok the Thunder Boar,73,7d12 + 28,-,15,-,6,20,11,19,6,10,14,-,-,-,-,-,-,50,-,-,-,-,-,H,CE,monstrosity,DIP
297,Rock Gnome Recluse,7,2d6,-,10,-,1/4,6,11,10,15,10,13,-,-,-,-,-,-,25,-,-,-,-,-,S,CN,humanoid,DIP
298,Avatar of Death,-,-,half the hit point maximum of its summoner,20,-,-,16,16,16,16,16,16,-,-,-,-,-,-,60,60,-,-,-,True,M,NE,undead,DMG
299,Giant Fly,19,3d10 + 3,-,11,-,-,14,13,13,2,10,3,-,-,-,-,-,-,30,60,-,-,-,-,L,U,beast,DMG
300,Larva,9,2d8,-,9,-,0,9,9,10,6,10,2,-,-,-,-,-,-,20,-,-,-,-,-,M,NE,fiend,DMG
301,Yarnspinner,138,12d12 + 60,-,16,-,10,24,16,21,18,21,19,-,-,+9,-,+9,+8,40,-,-,-,40,-,H,LG,fey,DoD
302,Aeorian Absorber,171,18d10 + 72,-,15,-,10,21,18,18,6,14,8,-,-,-,-,+6,+3,40,-,-,-,-,-,L,NE,monstrosity,EGW
303,Aeorian Nullifier,180,19d10 + 76,-,17,-,12,19,14,18,7,14,18,-,-,-,-,+6,+8,40,-,-,-,-,-,L,NE,monstrosity,EGW
304,Aeorian Reverser,133,14d10 + 56,-,15,-,8,21,16,18,6,14,8,-,-,-,-,+5,+2,40,-,-,-,40,-,L,NE,monstrosity,EGW
305,Allowak Abominable Yeti,137,11d12 + 66,-,15,-,9,24,10,22,16,13,10,-,-,-,-,-,-,40,-,-,-,40,-,H,N,monstrosity,EGW
306,Allowak Yeti,51,6d10 + 18,-,12,-,3,18,13,16,16,12,10,-,-,-,-,-,-,40,-,-,-,40,-,L,N,monstrosity,EGW
307,Animated Knife,12,5d4,-,17,-,1/8,12,15,11,1,5,1,-,+4,-,-,-,-,0,50,-,-,-,True,T,U,construct,EGW
308,Animated Tree,138,12d12 + 60,-,16,-,9,23,8,21,12,16,12,-,-,-,-,-,-,30,-,-,-,-,-,H,U,plant,EGW
309,Blood Hunter,65,10d8 + 20,-,16,-,5,18,12,15,9,16,11,+7,-,-,-,+6,-,30,-,-,-,-,-,M,A,humanoid,EGW
310,Bol'bara,40,9d6 + 9,-,13,-,3,11,14,12,10,13,14,-,-,-,-,-,-,30,-,-,-,-,-,S,CG,humanoid,EGW
311,Bristled Moorbounder,52,7d10 + 14,-,15,-,3,18,14,14,2,13,5,-,-,-,-,-,-,70,-,-,-,-,-,L,U,beast,EGW
312,Core Spawn Crawler,21,6d6,-,12,-,1,7,14,10,9,12,6,-,-,-,-,-,-,30,-,-,-,-,-,S,CE,aberration,EGW
313,Core Spawn Emissary,102,12d8 + 48,-,15,-,6,17,15,18,8,13,8,-,+5,-,-,+4,+2,40,60,-,-,-,True,M,CE,aberration,EGW
314,Core Spawn Seer,153,18d8 + 72,-,17,-,13,14,12,18,22,19,16,-,+6,-,+11,+9,+8,30,-,-,-,-,-,M,CE,aberration,EGW
315,Core Spawn Worm,279,18d20 + 90,-,18,-,15,26,5,20,6,8,4,-,-,+10,-,+4,-,60,-,-,40,-,-,G,CE,aberration,EGW
316,Damaged Flesh Golem,5,11d8 + 44,-,9,-,1,19,9,18,6,10,5,-,-,-,-,-,-,30,-,-,-,-,-,M,N,construct,EGW
317,Ferol Sal,45,6d8 + 18,-,14,-,3,15,14,16,16,13,15,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,undead,EGW
318,Frost Giant Zombie,138,12d12 + 60,-,15,-,9,23,6,21,3,6,5,-,-,-,-,+2,-,40,-,-,-,-,-,H,NE,undead,EGW
319,Frost Worm,264,16d20 + 96,-,18,-,17,28,8,22,1,5,5,-,-,+12,-,+3,-,40,-,-,30,-,-,G,U,monstrosity,EGW
320,Gearkeeper Construct,161,17d10 + 68,-,18,-,10,20,16,18,3,11,1,-,-,-,-,-,-,60,-,-,-,-,-,L,U,construct,EGW
321,Gloomstalker,90,12d10 + 24,-,15,-,6,22,16,14,5,17,14,+9,+6,-,-,-,-,40,80,-,-,-,-,L,NE,monstrosity,EGW
322,Guardian Wolf,66,7d12 + 21,-,14,-,4,22,14,16,5,12,8,-,-,-,-,-,-,60,-,-,-,-,-,H,U,monstrosity,EGW
323,Horizonback Tortoise,227,13d20 + 91,-,17,-,7,28,3,25,4,10,5,+12,-,+10,-,-,-,20,-,-,-,-,-,G,U,monstrosity,EGW
324,Hulil Lutan,33,6d8 + 6,-,13,-,2,11,14,12,10,13,14,-,-,-,-,-,-,15,-,-,-,-,-,M,NE,humanoid,EGW
325,Husk Zombie,37,5d8 + 15,-,10,-,1,16,10,16,3,6,5,-,-,+5,-,+0,-,35,-,-,-,-,-,M,NE,undead,EGW
326,Ishel,24,3d8,-,15,-,1/2,10,14,10,11,11,12,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,EGW
327,"Karkethzerethzerus, the Sable Despoiler",487,25d20 + 225,-,22,-,23,30,10,29,18,15,23,-,+7,+16,-,+9,+13,40,80,-,-,-,-,G,LG,dragon,EGW
328,Kobold Underling,7,3d6 - 3,-,13,-,1/8,7,16,9,8,9,8,-,-,-,-,-,-,30,-,-,-,-,-,S,LE,humanoid,EGW
329,Merrow Shallowpriest,75,10d10 + 20,-,15,-,4,18,14,15,11,16,9,-,-,-,-,-,-,10,-,40,-,-,-,L,CE,monstrosity,EGW
330,Moorbounder,30,4d10 + 8,-,13,-,1,18,14,14,2,13,5,-,-,-,-,-,-,70,-,-,-,-,-,L,U,beast,EGW
331,Mossback Steward,227,13d20 + 91,-,17,-,7,28,3,25,12,17,5,+12,-,+10,-,-,-,20,-,-,-,-,-,G,U,monstrosity,EGW
332,Nergaliid,42,4d10 + 20,-,12,-,3,18,12,20,12,10,12,-,-,-,-,-,-,30,-,-,-,-,-,L,LE,fiend,EGW
333,Ogre Lord Buhfal II,59,7d10 + 21,-,11,-,2,19,8,16,10,7,7,-,-,-,-,-,-,40,-,-,-,-,-,L,LE,giant,EGW
334,Old Croaker,39,6d10 + 6,-,11,-,1,15,13,13,2,10,3,-,-,-,-,-,-,20,-,40,-,-,-,L,U,beast,EGW
335,Oracs the Enduring,367,21d20 + 147,-,22,-,21,27,14,25,16,15,19,-,+9,+14,-,+9,+11,40,80,40,-,-,-,G,CE,dragon,EGW
336,Parson Pellinost,27,5d8 + 5,-,13,-,2,10,10,12,13,16,13,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,EGW
337,Raegrin Mau,9,2d8,-,12,-,1/8,11,12,10,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,LNXCNYE,humanoid,EGW
338,Sahuagin Warlock of Uk'otoa,22,5d8,-,14,-,3,14,10,11,8,8,16,-,-,-,-,-,-,30,-,40,-,-,-,M,NE,humanoid,EGW
339,Sea Fury,105,14d8 + 42,-,14,-,-,19,15,16,12,12,18,-,-,-,-,-,-,30,-,50,-,-,-,M,CE,fey,EGW
340,Shadowghast,49,9d8 + 9,-,15,-,5,14,20,12,12,11,8,-,-,-,-,-,-,35,-,-,-,-,-,M,CE,undead,EGW
341,Sharkbody Abomination,45,6d10 + 12,-,12,-,2,18,13,15,1,10,4,-,-,-,-,-,-,20,-,40,-,-,-,L,U,aberration,EGW
342,Sken Zabriss,45,7d8 + 14,-,16,-,1,16,11,15,13,10,12,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,EGW
343,Skr'a S'orsk,27,5d8 + 5,-,13,-,2,15,10,13,10,15,8,-,-,-,-,-,-,30,-,30,-,-,-,M,N,humanoid,EGW
344,Swarm of Undead Snakes,36,8d8,-,14,-,2,8,18,11,1,10,3,-,-,-,-,-,-,30,-,30,-,-,-,M,U,undead,EGW
345,Swavain Basilisk,85,10d12 + 20,-,16,-,7,15,16,15,2,8,7,-,-,-,-,-,-,15,-,40,-,-,-,H,U,monstrosity,EGW
346,Three Earrings,65,10d8 + 20,-,15,-,2,15,16,14,14,11,14,+4,+5,-,-,+2,-,30,-,-,-,-,-,M,NE,humanoid,EGW
